encriptado	SEG_CORFO	SEG_GOL	Regionx	sex_enc	P3 Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?	P4 ¿Por qué evalúa con esa nota?	P4_COD	Ciudad_comuna	Cargo
TPTrI3GcwWEd	PYME	Mas	SANTIAGO	Hombre	6	PORQUE EL SERVICIO POR TELÉFONO NO ES MUY GRATO CUANDO UNO LLAMA NO TIENE LA RESPUESTA ADECUADA CUANDO UNO HACE CONSULTAS SOBRE PROBLEMAS CON EL INTERNET BÁSICAMENTE	Mal servicio de telefonía/ se cortan las llamadas,Mala atención	SANTIAGO	ADMINISTRATIVO
bV4giERUEprI	PYME	MV	SANTIAGO	Hombre	4	COMO SOMOS UN ESTABLECIMIENTO EDUCACIONAL, TENEMOS PROBLEMAS CON LA CONECTIVIDAD, HEMOS TRATADO DE UBICAR EL SERVICIO, AHORA ESTAMOS CON CUARENTENA Y NO PODEMOS HACER EL USO PARA PODER EVALUARLO.	Problemas de conectividad/ conexión/ comunicación	GUECHERABA	NA
bSw2p0lAzUKb	GGEE	AV	SANTIAGO	Hombre	6	PORQUE HEMOS TENIDO ALGUNAS CAÍDAS DE SERVICIO, QUE SE HA CORADO EL INTERNET, POR FALLAS DE ELLOS NO NOS LLEGA INTERNET ACÁ A LA OFICINA.	Se cae el servicio/ se corta/ intermitente,Mal servicio internet/ se cae/ lento/ falla	SANTIAGO	JEFE INFORMATICA
YLkRzq2JLqAV	PYME	MV	SANTIAGO	Mujer	5	"PORQUE NO SIEMPRE ES BUENO EL SERVICIO, A VECES SE CAE; ES LENTO."	Buen servicio/ eficiente	SANTIAGO	NA
JBZzWSn9zw6B	PYME	MP	SANTIAGO	Mujer	6	PORQUE EL SERVICIO ES MUY BUENO HEMOS TENIDO UN PAR DE PROBLEMAS PERO LO HAN SOLUCIONADO RÁPIDAMENTE, EN LA FACTURACIÓN HAY SORPRESAS DE VALORES QUE UNO NO CONOZCA HAY SERVICIOS BUENOS NO TIENE FALLAS ES LA ADECUADA LA QUE NECESITAMOS	Buen servicio/ eficiente,Soluciones rápidas,Problemas de facturación	MAQUL -METROPOLITANA	SECRETARIA
885kaFk2xUdy	PYME	Mas	REGIONES	Hombre	6	PORQUE LA VERDAD NUNCA HE TENIDO PROBELMA Y FUNCIONA ESTABLE EL INTERNET  Y BÁSICAMENTE ESO NO HE TENIDO PROBLEMA, NO SE CAE EL INTERNET Y NO TENGO PROBLEMAS DE CAPACIDAD	No ha tenido problemas/ conforme/ todo bien,Funciona bien,Buen servicio de internet/ rápido/ estable	LAS CONDES	NA
JrlLXR2Frfua	PYME	AV	SANTIAGO	Hombre	6	EN GENERAL EL SERVICIO HA SIDO BUENO PERO HEMOS TENIDO ALGUNOS INCONVENIENTES AHORA ULTIMO QUE TRASLADAMOS NUESTRA LINEA Y ESO NOS GENERO ALGUNAS DIFICULTADES, NO FUNCIONO INICIALMENTE COMO ESPERÁBAMOS EL PRODUCTO.	Buen servicio/ eficiente,No ha tenido problemas/ conforme/ todo bien	LAS CONDES	NA
JSIuY2huXXxL	PYME	MV	SANTIAGO	Mujer	5	"PORQUE A VECES COMO LA COMUNICACIÓN NO ES TAN FLUIDA, EN CANTO A SOLICITAR SERVICIOS DE BAJA, INFORMACIÓN; DE REPENTE EL SERVICIO SE CAE, SE HACE LENTO EL TRÁFICO DE INTERNET"	Se corta la comunicación,Mal servicio internet/ se cae/ lento/ falla,Se cae el servicio/ se corta/ intermitente	LAS CONDES SANTIAGO	ADMINISTRADORA
kmlQEryDfufD	PYME	Mas	SANTIAGO	Hombre	7	CUANDO INSTALARON EL SERVICIO FUE BASTANTE EFICIENTE Y RAPIDO Y LA OPERATIVIDAD DE LOS SERVICIOS SE HA MANTENIDO BIEN NO HAN HABIDO CORTES NI BAJAS EN LA CALIDAD DEL SERVICIO	Buen servicio/ eficiente,Funciona bien,Servicio rápido	SANTIAGO	NA
949By02ERERv	PYME	MV	REGIONES	Mujer	7	POR EL BUEN SERVICIO QUE ENTREGA, LA CONEXIÓN, ABARCA TODO, DE INTERNET BANDA ANCHA, LA ENTREGA DE INFORMACIÓN, LA INFORMACIÓN DE SERVICIOS NUEVOS	Buen servicio/ eficiente,Buena señal,Buen servicio de internet/ rápido/ estable,Buena información/ clara	LA COMUNA DE LA CIUDAD RANCAGUA LA REGION DE HOGINGS LA 7 REGION	NA
h0qANmb2C2p1	PYME	AP	SANTIAGO	Hombre	7	PORQUE CADA VEZ QUE HEMOS NECESITADO ALGÚN REQUERIMIENTO NOS HAN ATENDIDO SUPREMAMENTE RÁPIDO EL EJECUTIVO SE PREOCUPA EN LLAMARNOS EN DECIRNOS SI NECESITAMOS ALGO,EN OFRECERNOS ALGO MUCHAS COSAS POR ESO.	Soluciones rápidas,Buena atención/ amables	RENCA	NA
YBcCSjxRng8A	PYME	MP	SANTIAGO	Hombre	7	"POR LA ESTABILIDAD DEL SERVICIO, EN QUE NO SE CAE EL INTERNET, NO RECUERDO QUE SE ME HALLA CAÍDO ALGUNA VEZ; QUE LA VELOCIDAD QUE CONTRATE, ES EFECTIVA, SE HA CUMPLIDO; LOS COBROS HAN SIDO, LO ESPERADO"	Buen servicio de internet/ rápido/ estable,Buen servicio/ eficiente,Buenos precios	COMCHALI	NA
GritgQ38j8re	PYME	MP	REGIONES	Mujer	5	PORQUE TE CONTESTE, EN ALGUNOS LADOS NO ES BUENA A COBERTURA DE INTERNET BANDA ANCHA, POR ESO, NO, SOLAMENTE ESO.	Mal servicio internet/ se cae/ lento/ falla	QUILLOTA	NA
VZZeIzuyN8TC	PYME	AV	SANTIAGO	Hombre	6	EN GENERAL HEMOS TENIDO BUENAS RESPUESTAS CUANDO HEMOS SOLICITADO, CUANDO NECESITAMOS QUE ALGÚN TIPO DE FACTURACIÓN, O CUALQUIER COSA SE HACE SIEMPRE.	Buen servicio/ eficiente	SANTIAGO	NA
NbfKIW7roF1s	GGEE	AV	REGIONES	Mujer	7	PORQUE NUNCA HEMOS TENIDO PROBLEMA MÁS ALLÁ QUE NO SEA UN CORTE QUE SE ABRONCHO QUE NO HA HABIDO PROBLEMAS, SOLAMENTE PROBLEMAS ESPECÍFICOS NO CORREN POR LA MANO DE ENTEL, SON RÁPIDOS EN EL TEMA DE SERVICIO DE PARECER, EN LA ATENCIÓN QUE  SOLUCIONAN RÁPIDAMENTE EL PROBLEMA.	No ha tenido problemas/ conforme/ todo bien,Soluciones rápidas	ANTAPABASCO	NA
EeHuQM0bQ4Eg	PYME	Mas	SANTIAGO	Mujer	7	"PORQUE LA CUENTA ES CLARA, EL SERVICIO TELEFÓNICO ES CLARO Y CUANDO HEMOS TENIDO ALGÚN PROBLEMA LO RESUELVEN RÁPIDO; EL DETALLE DE LA CUENTA, LA ESPECIFICACIÓN DE LA CUENTA, LOS MONTOS POR TELÉFONO SON DEMASIADO BIEN ESPECIFICADOS."	Buen servicio de telefonía,Funciona bien,Soluciones rápidas,Buenos precios,Facturas llegan a tiempo	LAS CONDES	NA
cKvi5oT755Ab	PYME	MV	SANTIAGO	Hombre	5	PORQUE UNO ES MUY CARO Y LOS PROCESOS DE COBRANZAS UN COMPLETO DESASTRES SON MUY MALOS TENGO VARIAS COSAS QUE NO ME HAN DADO.	Es caro/ planes caros,Problemas de facturación	LAS CONDE	NA
MPg7oKbXw7cs	S/Info	Mas	SANTIAGO	Mujer	7	TIENE BUEN SERVICIO EN LA ATENCIÓN TELEFÓNICA, EN CASOS DE CONSULTAS, LA ATENCIÓN SIEMPRE ES ACTIVA Y NO TIENE PROBLEMAS DE QUE SE CAIGA EL SERVICIO, FUNCIONA BIEN.	Buen servicio/ eficiente,Buen servicio de los ejecutivos/ apoyo/ atención,Servicio estable/ no se cae	PROVIDENCIA	NA
fLlae5Q1L6xI	PYME	AV	SANTIAGO	Hombre	6	BASTA CON EL NUMERO QUE DOY, ASÍ QUE, QUE MAS NECESITAS.	Ns/ nc	LAS CONDE	NA
CyhAqAV5wVtg	PYME	Mas	REGIONES	Mujer	7	PORQUE EXCELENTE SERVICIO, NUNCA TENGO SOBRE FACTURACIÓN Y NO TENGO FALLAS EN EL SISTEMA.	Buen servicio/ eficiente,Servicio estable/ no se cae,Funciona bien,Facturas llegan a tiempo	ALAMA	DUEÑA
EANsLQv6s97J	GGEE	AV	REGIONES	Hombre	5	POR QUE EL SERVICIO NO HA SIDO EL MEJOR LA VERDAD, NO LO HAN MEJORADO DIGAMOS LAS CONDICIONES DEL CONTRATO, NO LO HA  MEJORADO LAS CONDICIONES TÉCNICAS ESO, LOS PRECIOS POR FUERA DEL MERCADO, SON UN POCO LENTOS PARA CONTACTARSE.	Es caro/ planes caros,Mala atención,Mal servicio de los ejecutivos/ atención/ contacto,Mal servicio	VIÑA DEL MAR	NA
l8Kp2N6V1XwF	MICRO	Mas	SANTIAGO	Mujer	7	NO HE TENIDO NINGÚN PROBLEMA, NO SE HA CAÍDO LA RED NINGÚN PROBLEMA DE ESE TIPO	No ha tenido problemas/ conforme/ todo bien,Servicio estable/ no se cae	LOS CONDES- SANTIAGO	DIRECTORA EHECUTI
QZ5VsRYErU4C	PYME	Mas	SANTIAGO	Mujer	4	PORQUE ME CARGARON SESENTA Y UN MIL PESOS DE UN SERVICIO DE NETLINE QUE YO NO CONTRATE.	Cobros indebidos	SANTIAGO	GERENTE
6wzHzTl0AEMs	PYME	Mas	SANTIAGO	Hombre	6	"PORQUE SÍ O SEA PORQUE ESO ES EL SERVICIO, O SEA PORQUE SON BUENOS, NO SON EXCELENTES; LA CALIDAD DE INTERNET, LOS DESCUENTOS, LA CAPACIDAD DE SOLUCIONAR EL PROBLEMA"	Buen servicio/ eficiente,Buen servicio de internet/ rápido/ estable,Soluciones rápidas	LAS CONDES	DUEÑO
nWbYsWSefGcr	PYME	MV	REGIONES	Mujer	6	AQUÍ EN ATACAMA ES UN PUEBLO Y LA ÚNICA SEÑAL QUE NO SE PIERDE ES ENTEL, DE TODAS MANERAS ENTEL SOLO TIENE ACCESO A FECHAS ESPECÍFICAS O DÍAS ESPECÍFICOS DE LA SEMANA QUE VISITA NUESTRO PUEBLO, ENTONCES EL TRABAJO ES BUENO, PERO HAY QUE MEJORAR UN POCO, EN CUANTO A TIEMPO SI USTED TIENE UNA AVERÍA HOY LO MÁS PROBABLE ES QUE LO VISITEN MAÑANA O PASADO MAÑANA.	Buena señal	SANTIAGO DE ACATAMA	ADMINISTRACIÓN
CeE8RXjEBrKq	PYME	MV	SANTIAGO	Hombre	5	POR EL MAL SERVICIO QUE TIENEN AL UNO ADQUIRIR UN PRODUCTO, O AL QUERER MEJORAR LA CALIDAD DE LAS COSAS QUE UNO TIENE. LLEVO UN AÑO TRATANDO DE CONTACTARME CON LA EJECUTIVA QUE ME RESPONDA UN MALDITO CORREO, Y NO HAY CASO. NO HAY  DONDE UNO PUEDA LLAMAR, O DONDE UNO PUEDA ADQUIRIR, LLAMAR ALGÚN NUMERO PARA HABLAR CON EL GERENTE DE LA ÁREA ENTEL EMPRESAS, NADIE TE TOMA EN CUENTA. CREO QUE ESO ES UNA FALENCIA MUY GRANDE, QUE DE HECHO ESTOY A PUNTO DE DEJAR TODO, ESTOS DÍAS. LLAME A LICITACIÓN A OTRA EMPRESA.  MAL SERVICIO AL ADQUIRIR UN PRODUCTO EN TODO. ESTOY QUERIENDO DEJAR TODO LO DE ENTEL, POR TAN SOLO MAL SERVICIO DE POS VENTA O DE LA EJECUTIVA. LLEVO UN AÑO PIDIÉNDOLE, QUE ME OFREZCA EQUIPOS NUEVOS PARA COMPRAR, Y  TENGO 6 GIGAS QUE ME OFREZCAN 50 GIGAS, QUE OTRAS COSAS MEJORES HAY PARA TRAER A LA CENTRAL TELEFÓNICA, NO LE INTERESA A ELLOS. ESO ME TIENE UN POCO SOBRE COLAPSADO, POR ESO LLAME A LA LICITACIÓN A LAS COMPAÑÍAS DE LA COMPETENCIA Y ESTA SEMANA TIENE QUE LLEGAR  HASTA EL VIERNES EL PLAZO. ACÁ SE CORTA MUCHO EL INTERNET Y DESPUÉS NO TE DESCUENTAN, UN DÍA ESTUVIMOS 4 DÍAS SIN INTERNET Y TELEFONÍA, ENTEL NI SIQUIERA TE DESCUENTA, TE LLAMA PARA DECIRTE, DISCULPE TUVO TANTOS DÍAS SIN INTERNET POR LO TANTO SU DESCUENTO ES DE 500 PESOS Y NO NADA, TE COBRAN LA BOLETA MENSUAL, PORQUE AQUÍ NO HA PASADO NADA.	Mal servicio,No tiene contacto con los clientes/ difícil contactarse con la cia.,Mal servicio internet/ se cae/ lento/ falla	QUILICURA, SANTIAGO	GERENTE DE OPERACIONES Y ADQUISICIONES
txb3fQrqercW	PYME	Mas	SANTIAGO	Hombre	6	NO QUIERO DAR RAZONES, SOLO QUIERO PONER LA NOTA. NO QUIERO DAR MOTIVOS, SOLO RESPONDER.	Ns/ nc	SANTIAGO	DUEÑO
OKJzOEAJOHid	PYME	Mas	REGIONES	Hombre	5	PERO DE LA FIJA ESTA BIEN EN EL SERVICIO Y FACTURACIÓN, NORMAL	Buen servicio/ eficiente,Buen servicio de telefonía,Facturas llegan a tiempo	IQUIQUE	ADMINISTRADOR
5O0GhgEDLZTO	PYME	Mas	REGIONES	Mujer	7	"PORQUE ESTOY SATISFECHA; PORQUE NUNCA HE TENIDO PROBLEMAS, DE CAÍDA NI DE CORTES, NI NADA POR EL ESTILO. SIEMPRE IGUAL ME DAN RESPUESTAS CUANDO LLAMO A SERVICIO AL CLIENTE"	No ha tenido problemas/ conforme/ todo bien,Servicio estable/ no se cae,Soluciones rápidas	ANTOFAGASTA	NA
KvdkaAIAaiia	PYME	Mas	SANTIAGO	Mujer	6	"PORQUE NO TENGO PROBLEMAS CON EL INTERNET. TELEFONÍA FIJA NI LA OCUPAMOS PERO HA ESTADO BIEN; SIEMPRE A MEDIO DÍA EL INTERNET COMO QUE BAJA, COMO QUE NO FUNCIONA, COMO QUE SE PONE MAS LENTO."	Buen servicio de internet/ rápido/ estable,Buen servicio de telefonía,Funciona bien	SANTIAGO CENTRO	ADMINISTRADORA
MWrUGqDfqcO5	PYME	AV	SANTIAGO	Mujer	7	POR LA RAPIDEZ EN LA ATENCIÓN Y MIRE, LOS MAS IMPORTANTE EN LAS COMPAÑÍAS DE TELECOMUNICACIONES ES QUE ENTEL ES LA ÚNICA COMPAÑÍA QUE CUANDO TU VAS A DEVOLVER O DAR DE BAJA UN PRODUCTO LO TOMAN INMEDIATAMENTE Y LO CURSAN EN FORMA EFECTIVA, Y ESO ES LA DIFERENCIA QUE TIENE ENTEL CON OTRAS COMPAÑÍAS, EN LA POST VENTA QUE TIENEN	Atención rápida,Buen servicio post venta	SANTIAGO CENTRO	NA
HfwkzluSqj2s	PYME	MV	REGIONES	Hombre	5	PORQUE EL SERVICIO ESTA BUENO, PERO SIEMPRE ES CARO, PERO EL PRECIO QUE NOS COBRAN ES CARO, LA ATENCIÓN ESTA BUENA Y NO HAY FALLAS ASÍ QUE NO ME PUEDO QUEJAR, EL PRECIO ESTA CARO, LO QUE NOS COBRAN ES CARO.	Buen servicio/ eficiente,Es caro/ planes caros	REGIÓN DEL MAULE, TALKA	GERENTE
WKDRXnwIaLQi	GGEE	AV	SANTIAGO	Hombre	5	ES MUY LENTO EL SERVICIO EN RESPUESTA DE POST VENTA	Mal servicio post venta	LAS CONDES	JEFE ÁREA DE TI
5alowSo9n9sl	PYME	MV	SANTIAGO	Mujer	6	PORQUE ES BUENA LA POST VENTA Y TODO, LA ATENCIÓN EN PLATAFORMA DEL SERVICIO PERO LA SEÑAL DEL INTERNET HA ESTADO PÉSIMA EN LOS ÚLTIMOS TIEMPOS, EL INTERNET ES MALO, PERO LOS PRECIOS NO SON TAN BUENOS Y LA SEÑAL ÚLTIMAMENTE A GUATIADO, HA ESTADO DEFICIENTE EL INTERNET EN LOS ÚLTIMOS TIEMPOS	Buen servicio post venta,Buena atención/ amables,Buena señal,Buen servicio de internet/ rápido/ estable,Es caro/ planes caros	SANTIAGO, CENTRO	GERENTE DE FINANZAS
lp2jKloRa5eZ	PYME	MV	SANTIAGO	Hombre	5	"PORQUE NUNCA DAN MUCHAS SOLUCIONES A LOS PROBLEMAS; TENGO PROBLEMAS TÉCNICOS DE REPENTE Y NO NOS LO AYUDAN A SOLUCIONAR, ESO MAS QUE NADA PROBLEMAS TÉCNICOS Y MALAS OFERTAS PARA LA EMPRESA EN LOS APARATOS, EN LOS DISPOSITIVOS Y TIENE ITINERANCIAS, SE CAE."	No solucionan problemas,Se cae el servicio/ se corta/ intermitente	SANTIAGO	NA
1yqeaV84mAkf	PYME	AP	SANTIAGO	Hombre	6	PORQUE LA RESPUESTA ES RÁPIDA PERO EN LOS ÚLTIMOS TRES MESES HEMOS TENIDO ALGUNAS FALLAS. EN CUANTO A SOLUCIÓN DE PROBLEMAS	Soluciones rápidas	SAN MIGUEL	JEFE INFORMÁTICO
m7iPxBJlU5dj	PYME	AP	SANTIAGO	Hombre	6	A AVECES HAY PROBLEMAS CON LAS SEÑALES	Mala señal	ÑUÑOA	NA
exedWxvrfwrR	GGEE	MV	SANTIAGO	Hombre	7	PORQUE HICIMOS UN CAMBIO DE UBICACIÓN FÍSICA, NOS CAMBIAMOS DE OFICINA, TUVO QUE HABER ESTADO LISTO EL 30 DE DICIEMBRE Y ESTAMOS A 31 DE MARZO Y TODAVÍA NO ESTA FINALIZADO EL PROCESO, ENTONCES DEMASIADO ME PARECE.	No solucionan problemas	LAS CONDES	NA
zRM31IPoRa7m	PYME	Mas	SANTIAGO	Hombre	6	ES UN SERVICIO BUENO EN GENERAL PERO UN POCO CARO, EL INTERNET HA SIDO ESTABLE, NO HEMOS TENIDO PROBLEMAS DE QUE SE HAY CAÍDO EL INTERNET, NO HEMOS TENIDO MAYORES PROBLEMAS CON EL SERVICIO.	Buen servicio/ eficiente,Buen servicio de internet/ rápido/ estable	SANTIAGO LOS CONDES	NA
8mqkVxsYr8QZ	PYME	MV	SANTIAGO	Mujer	7	PORQUE NUNCA HA FALLADO, EL INTERNET NO SE CAE Y CUANDO HE TENIDO PROBLEMAS LLEGAN A SOLUCIONARME DE INMEDIATO, SIEMPRE TENGO UN EJECUTIVO PENDIENTE, LA INFORMACIÓN EN CUANTO A FLUIDEZ SÚPER RÁPIDA, MUY BUENA COMPAÑÍA.	No ha tenido problemas/ conforme/ todo bien,Buen servicio de internet/ rápido/ estable,Soluciones rápidas,Buen servicio de los ejecutivos/ apoyo/ atención,Buena compañía/ la mejor,Buena información/ clara	SANTIAGO	JEFA DE RECURSOS HUMANOS
S70fR9wemxIp	MICRO	Mas	SANTIAGO	Mujer	5	"PORQUE PODRÍA SER MEJOR EN PRECIO; MÁS BARATO."	Es caro/ planes caros	SANTIAGO	NA
B4fHWHIicOKs	PYME	Mas	SANTIAGO	Hombre	5	"MAL SERVICIO POST VENTA; NO HAY COMUNICACIÓN CON LOS CLIENTES MAYORMENTE Y AL MINUTO DE UNO TRATAR DE CONTACTARSE CON ENTEL ES MUY DIFÍCIL, HA SIDO PENSADO PARA QUE UNO NO LOS CONTACTE. PRINCIPALMENTE ESO, EL SERVICIO POST VENTA NO ME GUSTA, NO ES BUENO, EN GENERAL NO HAY UNA CORRECTA FIDELIZACIÓN DEL CLIENTE INDEPENDIENTE A LA CANTIDAD DE LÍNEAS TELEFÓNICOS Y SERVICIOS QUE UNO TENGA CONTRATADO CON ELLOS Y/O LOS AÑOS QUE UNO LLEVE COMO CLIENTE SON BASTANTE INDIFERENTES EN ELLO, NO TIENEN UNA POLÍTICA DE FIDELIZACIÓN, DE PROMOCIONES, DE FECHAS ESPECIALES, DE PREGUNTARLE A UNO LO QUE QUIERE O LO QUE NECESITA, NADA, CERO COMUNICACIÓN, CERO FACILIDADES."	Mal servicio post venta,No tiene contacto con los clientes/ difícil contactarse con la cia.	LOS CONDES, SANTIAGO	GERENTE
Nhi2sm1qPdEQ	PYME	MV	SANTIAGO	Hombre	5	PORQUE HEMOS TENIDO 2 EVENTOS, PRINCIPALMENTE QUE HAN AFECTADO LA FIBRA POÉTICA Y LAS SOLUCIÓN AL PROBLEMA. EN LOS SERVICIOS NO HEMOS TENIDO PROBLEMA, FUNCIÓN BIEN EN CUANTO SALIDA Y ENTRADA Y LLAMADOS, LO QUE ES INTERNET Y LA SEÑAL. PRINCIPALMENTE POR LOS PROBLEMAS QUE HEMOS TENIDO PUNTUALES Y LAS SOLUCIONES HAN SIDO LENTAS Y CON POCO OPCIONES EN LAS RESPUESTAS.	Problemas con fibra óptica,Demora en soluciones	SANTIAGO	GERENTE GENERAL
6C0G91gTu88X	MICRO	Mas	SANTIAGO	Mujer	5	PORQUE EN GENERAL ES ESTABLE, SOLO LOS ÚLTIMOS DÍAS HA TENIDO INTERMITENCIA  Y BAJAS DE CONECTIVIDAD QUE HA HECHO DIFÍCIL TRABAJAR DESDE EL CON  TELETRABAJO.	Problemas de conectividad/ conexión/ comunicación	LAS CONDES	NA
yXMDODeTCCsT	PYME	MV	REGIONES	Mujer	7	PORQUE NO HE TENGO MAYORES PROBLEMAS CON ELLOS, EN TELEFONÍA, EN SOPORTE TÉCNICO. SOLAMENTE PORQUE NOS ENTREGAN UN BUEN SERVICIO	No ha tenido problemas/ conforme/ todo bien,Buen servicio/ eficiente	LA COMUNA DEL ÁGUILA 3 REGION	NA
aFQss0cT5XOd	PYME	Mas	REGIONES	Hombre	6	POR QUE BUENA PERO YO PIENSO QUE LOS COSTOS DE LA TELEFONÍA DEBERÍAN SER MAS BAJOS, BUENA POR QUE EL SERVICIO FUNCIONA EN GENERAL NO TENEMOS PROBLEMAS TÉCNICOS TENEMOS BUENA VELOCIDAD DE BANDA ANCHA ENTONCES POR ESO LO EVALUÓ BIEN, ME REFIERO A QUE EL PLAN QUE TENIA ANTES CON BTR ERA UN PLAN BASTANTE MÁS CARO EL SERVICIO ERA MALO EL DE ENTEL ES MAS BARATO Y ES MEJOR EL SERVICIO PERO PIENSO QUE LOS COSTOS IGUAL ESTÁN SOBRE MENCIONADOS PARA LA REALIDAD DEL MOMENTO QUE LA CUENTA DE TELEFONÍA FIJA E INTERNET DEBERÍA TENER RAZONABLE Y ASEQUIBLE PARA TODO EL MUNDO, LOS COSTOS PODRÍAN SER MAS BAJOS ESO ES.	Es caro/ planes caros,Funciona bien,Solucionan problemas	CHILLAN NUBLE	NA
TSnkMXjAtplT	PYME	Mas	SANTIAGO	Hombre	2	PORQUE SON MUY INEFICIENTES CON RESPECTO A LOS CONTRATISTAS QUE TIENEN, NOS HA SUCEDIDO VARIAS VECES QUE NOS HAN CORTADO EL SERVICIO, PORQUE BUENO LA OFICINA ESTA EN UN EDIFICIO QUE TIENE SOLAMENTE OFICINAS Y LLEGA PERSONAL DE ENTEL CONECTA A UNA EMPRESA Y NOS DESCONECTA A NOSOTROS, ESO NOS HA PASADO VARIAS VECES.	Se cae el servicio/ se corta/ intermitente	INOA	DIRECTOR
XOZ05kOiBFCj	PYME	AV	SANTIAGO	Hombre	5	RESPUESTAS LENTAS DE LOS REQUERIMIENTOS, REQUERIMIENTOS POR INTERRUPCIÓN DE  SERVICIOS, MAS QUE NADA, POR LA PARTE TÉCNICA	Mal servicio técnico	QUILICURA	GERENTE DE OPERACIONES
H8PwbPzi2tFA	PYME	Mas	REGIONES	Mujer	7	"PORQUE NO TENGO PROBLEMA; NUNCA TENGO PROBLEMAS, NO TENGO PROBLEMA DE CONECTIVIDAD, NO TENGO PROBLEMA CUANDO LLAMO, NADA."	No ha tenido problemas/ conforme/ todo bien	PUERTO MONTT	REPRESENTANTE LEGAL
Lgyspasp09tg	PYME	Mas	SANTIAGO	Hombre	5	NO ES JUSTO EN VALORES ESTÁN SÚPER CAROS, COMPARATIVOS CON SU INMEDIATO SEGUIDOR  WOM, POCA RECEPCIÓN FUERA DE ZONA MASIVA	Es caro/ planes caros	SANTIAGO REGIÓN METROPOLITANA	GENTE DE ADMINISTRACIÓN Y FINANZAS
MU5J6UUb5brP	PYME	Mas	REGIONES	Hombre	7	PROBLEMAS CON LOS CONTRATOS, TUVO QUE SUSPENDER UN SERVICIO PORQUE SE TUVO QUE PARAR UNA CONSULTA Y ELLOS SIGUEN COBRANDO DICEN QUE ES UN CONTRATO, ASÍ QUE NO QUIERES, QUIEREN COBRAR UN SERVICIO QUE NO ESTÁN EMITIENDO, PORQUE YO CREO QUE QUE EL SERVICIO PARTE DEL CONTRATO HACIA EN ADELANTO Y SI HAY UN PROBLEMA EN EL CONTRATO O UN TRATO ABUSIVO NO REQUIERE UNA NOTA MAYOR QUE UN 1.	Contratos poco flexibles,Cobros poco claros	LA SERENA	MEDICO
DE56EcSzTdXV	PYME	MV	SANTIAGO	Mujer	7	NO TENEMOS PROBLEMAS CON LA CONEXIÓN, EN EL SERVICIO EN LA CONTINUIDAD DEL SERVICIO, EN QUE NO SE CAE.	Buena señal,Servicio estable/ no se cae	LAS CONDES SANTIAGO	NA
uHNcYYwMZ4zN	PYME	Mas	SANTIAGO	Hombre	7	PORQUE PRESTAN BUEN SERVICIO EN LA VELOCIDAD DE INTERNET Y ESO, Y EN LA FACTURACIÓN Y EN LA ATENCIÓN AL CLIENTE, Y CUANDO HAY PROBLEMAS, RESPONDEN RÁPIDO	Buen servicio/ eficiente,Buen servicio de internet/ rápido/ estable,Buena atención/ amables,Facturas llegan a tiempo,Buenas respuestas/claras	PROVIDENCIA	DIRECTOR COMERCIAL
0A4JSPf0MrGk	PYME	Mas	SANTIAGO	Hombre	6	NO HE TENIDO NINGÚN PROBLEMA Y EL SERVICIO HA SIDO EL ADECUADO, NO SE HA CAÍDO, NO HEMOS TENIDO CORTES, FUNCIONA SEGÚN LO QUE HAN SOLICITADO NO HEMOS TENIDO BAJA DE CONEXIÓN QUE TENGAMOS CON NUESTRA COMPAÑÍA ASI QUE PORQUE NO TENGO QUE PENSAR EN ELLOS LO CUAL SIGNIFICA QUE HACEN BIEN SU PEGA	No ha tenido problemas/ conforme/ todo bien,Buen servicio/ eficiente,Servicio estable/ no se cae,Buena señal	LAS CONDES	DIRECTOR COMERCIA
cmgMRnXUlHbY	PYME	Mas	SANTIAGO	Hombre	7	PORQUE NO HE TENIDO NINGÚN PROBLEMA CON EL TELÉFONO FIJO, DE NINGÚN TIPO. ES DECIR NI POR LA CUENTA, NI POR EL COBRO, SISTEMA DE CORTADO EN LA LINEA.	Buen servicio de telefonía	PUENTE ALTO	DUEÑO
VNnH8kvz3Dql	PYME	MP	SANTIAGO	Hombre	5	PORQUE EL INTERNET DE REPENTE SE CAE, LA COMPAÑÍA NO ME ENTREGÓ UN SERVICIO COMPLETO EL SERVICIO NO ES COMO ESPERABA, ME HA GENERADO PROBLEMAS CON ALGUNOS COBROS, HE TENIDO PROBLEMAS.	Mal servicio internet/ se cae/ lento/ falla,Mal servicio	QUILICURA	DUEÑO
kPMtUNe8W8uQ	PYME	Mas	REGIONES	Mujer	6	PORQUE A VECES SE ME HA CAÍDO EL SISTEMA, HA QUE SE ESCUCHA BIEN, LOS TÉCNICOS LLEGAN RÁPIDO, EL SISTEMA POR LO GENERAL FUNCIONA SIN PROBLEMA.	Se cae el sistema/ tiene problemas con el sistema,Buen servicio técnico/ rápido	LA FLORIDA	DIRECTORA
w9kRtVLXwHDQ	PYME	Mas	SANTIAGO	Mujer	7	CUANDO LLAMO AL CALL CENTER NO ME AYUDAN A SOLUCIONAR LOS PROBLEMAS QUE TENGO CON EL SERVICIO DE INTERNET. LO OTRO ES QUE INTENTAMOS PONER UNA LINEA TELEFÓNICA Y ME DICEN QUE NO QUE NO TENÍAN SERVICIO.	No solucionan problemas,Mal servicio	PUENTE ALTO	ADMINISTRADORA
